kind_code,target,delta,realization,W3_reconstructed,min_patch_overlap,c0,c1,c2,c3,c4,c5
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,1.200000000000000000e+01,9.969669945763344199e-01,3.220679042634129741e-01,-1.386916504664515437e-01,-5.680666885721121634e-02,1.549487882697313523e+00,2.505208175324426523e-01,2.386179126482155521e-01,-1.186330763027177021e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,1.300000000000000000e+01,9.969267106067080109e-01,3.253809552229365298e-01,1.275895414355215363e-01,-1.928204790336129348e-01,5.887536490004547929e-01,3.998384653112273535e-01,5.401176529819152750e-01,-2.261839759006468054e+00
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,1.400000000000000000e+01,9.976086496388507641e-01,3.265030654097227925e-01,6.832611996347761618e-01,-7.444896503064166726e-01,-6.839539484961363325e-01,1.916060074562359883e-01,-1.622493057361850344e+00,-6.616689568678607580e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,1.500000000000000000e+01,9.974520235233466092e-01,3.321088329164479380e-01,-2.503751708214234650e+00,5.853903446253310161e-01,1.008681352146640231e+00,4.243182629810381967e-01,-1.530461946358954606e+00,-6.877043651849955308e-02
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,1.600000000000000000e+01,9.970686827000431185e-01,3.306867990707499372e-01,-2.418205601664443483e-01,2.470913664768584095e+00,-6.586313456533365862e-01,-8.180360359541664073e-01,2.107375542810097369e-01,6.568916200798444183e-02
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,1.700000000000000000e+01,9.975789904289424914e-01,3.242566683020756124e-01,1.764239926273560299e-01,-2.982374215089232394e-01,4.938952027567481418e-01,1.447949147984064489e-01,-7.957217909698205416e-01,-9.203822252628556244e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,1.800000000000000000e+01,9.968762656980199033e-01,3.279618531137167281e-01,1.900801628984732650e-01,1.898135315652072830e+00,-4.653306667066632873e-01,-5.944334962557108470e-01,4.791498930148892499e-01,3.698920846099942317e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,1.900000000000000000e+01,9.963942571507166113e-01,3.236978281016678061e-01,4.067031373760172652e-01,8.288165707191549325e-01,7.407712165938427074e-01,-3.384465788329724112e-01,2.069447984598976387e+00,7.975211023074399996e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,2.000000000000000000e+01,9.971656666633359478e-01,3.328119135708774157e-01,-7.208999322883815619e-01,-1.597483278828464970e+00,-6.753845483582595621e-01,5.062075513249567615e-01,4.907711848117015108e-01,3.709957119481780419e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,2.100000000000000000e+01,9.972940093421867047e-01,3.249502121148279410e-01,1.151612466779558419e+00,-4.611122196200593271e-01,-8.641101135843602954e-01,-1.602693219040187911e+00,-6.203011841673040649e-01,3.426028580964108894e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,2.200000000000000000e+01,9.974021006972995096e-01,3.281680941096141724e-01,-3.971681510772190893e-01,1.723038619714903907e+00,8.623300486351324068e-01,1.133935470836793247e+00,-1.091598174965911605e+00,8.381879592617160757e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,2.300000000000000000e+01,9.966294543650165982e-01,3.248260097875411145e-01,-1.386196106682607287e-01,1.162430251108652834e+00,1.187968184414440520e+00,-1.234375821410831353e+00,1.315649286698316711e+00,8.752434657372100135e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,2.400000000000000000e+01,9.968488226087962589e-01,3.249943673236003749e-01,1.173707856676232009e+00,-1.588896689297733644e+00,-8.370214735841814413e-01,-7.768789452063573631e-01,1.545201261246910374e+00,-1.738535453745730375e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000278e-02,2.500000000000000000e+01,9.968678027278548015e-01,3.271023029089337175e-01,-6.209408321011541387e-01,7.545393083008462565e-01,1.512636732386037242e+00,5.554452959351855457e-01,8.901920973806118909e-01,-5.017196108402761645e-01
