ky,energy,edge_weight,ZA_expect,ZB_expect
-2.652900463031381051e+00,-5.240976824032634873e-01,9.999963949680354958e-01,1.000000000000000222e+00,-1.000000000000000222e+00
-2.652900463031381051e+00,-5.240976824032632653e-01,9.999963949680348296e-01,-9.999999999999995559e-01,9.999999999999995559e-01
-2.652900463031381051e+00,-4.769574921350365759e-01,9.999972326498276498e-01,-9.999999999999992228e-01,-9.999999999999992228e-01
-2.652900463031381051e+00,-3.387388398500491005e-01,9.999986169161109162e-01,1.000000000000000666e+00,1.000000000000000666e+00
-2.652900463031381051e+00,4.147451232850253855e-01,9.999980829370783697e-01,9.999999999999996669e-01,9.999999999999996669e-01
-2.652900463031381051e+00,4.147451232850254410e-01,9.999980829370782587e-01,-9.999999999999996669e-01,-9.999999999999996669e-01
-2.652900463031381051e+00,4.718345818139862424e-01,9.999974656945369578e-01,9.999999999999991118e-01,-9.999999999999991118e-01
-2.652900463031381051e+00,5.506891247672590639e-01,9.999958509881353708e-01,-9.999999999999997780e-01,9.999999999999997780e-01
-2.617993877991494411e+00,-5.543399457691924326e-01,9.999917186576510186e-01,-1.000000000000000888e+00,1.000000000000000888e+00
-2.617993877991494411e+00,-5.543399457691924326e-01,9.999917186576494643e-01,9.999999999999995559e-01,-9.999999999999995559e-01
-2.617993877991494411e+00,-5.073649806931563866e-01,9.999937519946161535e-01,-9.999999999999997780e-01,-9.999999999999997780e-01
-2.617993877991494411e+00,-3.696878127482285947e-01,9.999970195349576763e-01,9.999999999999996669e-01,9.999999999999996669e-01
-2.617993877991494411e+00,4.455199130054037782e-01,9.999957726013783965e-01,1.000000000000000222e+00,1.000000000000000222e+00
-2.617993877991494411e+00,4.455199130054038892e-01,9.999957726013780634e-01,-9.999999999999998890e-01,-9.999999999999998890e-01
-2.617993877991494411e+00,5.024360752211507464e-01,9.999943045222241533e-01,1.000000000000000000e+00,-1.000000000000000000e+00
-2.617993877991494411e+00,5.809305901175702003e-01,9.999903728908444700e-01,-9.999999999999996669e-01,9.999999999999996669e-01
-2.583087292951607772e+00,-5.839110965372149575e-01,9.999819965956533441e-01,-1.000000000000000000e+00,1.000000000000000000e+00
-2.583087292951607772e+00,-5.839110965372148465e-01,9.999819965956533441e-01,1.000000000000000000e+00,-1.000000000000000000e+00
-2.583087292951607772e+00,-5.371382988607305009e-01,9.999866482469298434e-01,-9.999999999999996669e-01,-9.999999999999996669e-01
-2.583087292951607772e+00,-4.001126821303485626e-01,9.999939132121882235e-01,9.999999999999990008e-01,9.999999999999990008e-01
-2.583087292951607772e+00,4.757361229328743168e-01,9.999911699092821626e-01,1.000000000000000000e+00,1.000000000000000000e+00
-2.583087292951607772e+00,4.757361229328743168e-01,9.999911699092819406e-01,-9.999999999999998890e-01,-9.999999999999998890e-01
-2.583087292951607772e+00,5.324430473428579669e-01,9.999878788924390083e-01,9.999999999999994449e-01,-9.999999999999994449e-01
-2.583087292951607772e+00,6.105000116466483551e-01,9.999788543424720233e-01,-9.999999999999998890e-01,9.999999999999998890e-01
-2.548180707911721132e+00,-6.127668474700070922e-01,9.999627208087848995e-01,-9.999999999999994449e-01,9.999999999999994449e-01
-2.548180707911721132e+00,-6.127668474700068701e-01,9.999627208087848995e-01,9.999999999999994449e-01,-9.999999999999994449e-01
-2.548180707911721132e+00,-5.662383371798137555e-01,9.999728201262420013e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
-2.548180707911721132e+00,-4.299865095207421328e-01,9.999881429164926283e-01,9.999999999999994449e-01,9.999999999999994449e-01
-2.548180707911721132e+00,5.053630748587796262e-01,9.999824151671335981e-01,1.000000000000000888e+00,1.000000000000000888e+00
-2.548180707911721132e+00,5.053630748587796262e-01,9.999824151671323769e-01,-9.999999999999997780e-01,-9.999999999999997780e-01
-2.548180707911721132e+00,5.618204531130245316e-01,9.999754116429766526e-01,9.999999999999997780e-01,-9.999999999999997780e-01
-2.548180707911721132e+00,6.393524907317528205e-01,9.999557463790899048e-01,-9.999999999999995559e-01,9.999999999999995559e-01
-2.513274122871834493e+00,-6.408634515714877189e-01,9.999260824076550147e-01,-1.000000000000000222e+00,1.000000000000000222e+00
-2.513274122871834493e+00,-6.408634515714876079e-01,9.999260824076545706e-01,9.999999999999998890e-01,-9.999999999999998890e-01
-2.513274122871834493e+00,-5.946268788516558823e-01,9.999470123279957656e-01,-1.000000000000000222e+00,-1.000000000000000222e+00
-2.513274122871834493e+00,-4.592833516880368561e-01,9.999778494236772897e-01,1.000000000000000444e+00,1.000000000000000444e+00
-2.513274122871834493e+00,5.343709829358741503e-01,9.999664312683271827e-01,1.000000000000000222e+00,1.000000000000000222e+00
-2.513274122871834493e+00,5.343709829358741503e-01,9.999664312683265166e-01,-9.999999999999995559e-01,-9.999999999999995559e-01
-2.513274122871834493e+00,5.905339228898409676e-01,9.999521980645764696e-01,1.000000000000000000e+00,-1.000000000000000000e+00
-2.513274122871834493e+00,6.674433619865988154e-01,9.999112781600156818e-01,-9.999999999999995559e-01,9.999999999999995559e-01
-2.478367537831947853e+00,-6.681578262921031852e-01,9.998590286732536025e-01,-1.000000000000000000e+00,1.000000000000000000e+00
-2.478367537831947853e+00,-6.681578262921031852e-01,9.998590286732529364e-01,9.999999999999993339e-01,-9.999999999999993339e-01
-2.478367537831947853e+00,-6.222667210360871559e-01,9.999006325251414973e-01,-9.999999999999996669e-01,-9.999999999999996669e-01
-2.478367537831947853e+00,-4.879782663758454042e-01,9.999601378257131357e-01,9.999999999999996669e-01,9.999999999999996669e-01
-2.478367537831947853e+00,5.627309529363810903e-01,9.999382952095823285e-01,9.999999999999997780e-01,9.999999999999997780e-01
-2.478367537831947853e+00,5.627309529363810903e-01,9.999382952095833277e-01,-1.000000000000000888e+00,-1.000000000000000888e+00
-2.478367537831947853e+00,6.185497502755108457e-01,9.999105318151049193e-01,9.999999999999998890e-01,-9.999999999999998890e-01
-2.478367537831947853e+00,6.947281905483227993e-01,9.998288220660456194e-01,-1.000000000000000000e+00,1.000000000000000000e+00
-2.443460952792061214e+00,-6.946076951929270882e-01,9.997404349915668398e-01,-9.999999999999995559e-01,9.999999999999995559e-01
-2.443460952792061214e+00,-6.946076951929268661e-01,9.997404349915677280e-01,1.000000000000000000e+00,-1.000000000000000000e+00
-2.443460952792061214e+00,-6.491218073128357524e-01,9.998200819815203921e-01,-9.999999999999990008e-01,-9.999999999999990008e-01
-2.443460952792061214e+00,-5.160473206280625780e-01,9.999306327660181237e-01,9.999999999999998890e-01,9.999999999999998890e-01
-2.443460952792061214e+00,5.904149763904870118e-01,9.998903641308023449e-01,-1.000000000000000444e+00,-1.000000000000000444e+00
-2.443460952792061214e+00,5.904149763904871229e-01,9.998903641308014567e-01,9.999999999999995559e-01,9.999999999999995559e-01
-2.443460952792061214e+00,6.458348691432832522e-01,9.998381620542556858e-01,9.999999999999993339e-01,-9.999999999999993339e-01
-2.443460952792061214e+00,7.211627451243893816e-01,9.996809263788586364e-01,-1.000000000000000444e+00,1.000000000000000444e+00
-2.408554367752174574e+00,-7.201717498315856059e-01,9.995371052342618690e-01,-1.000000000000000000e+00,1.000000000000000000e+00
-2.408554367752174574e+00,-7.201717498315844956e-01,9.995371052342708618e-01,1.000000000000001332e+00,-1.000000000000001332e+00
-2.408554367752174574e+00,-6.751573719576274835e-01,9.996844713321642040e-01,-9.999999999999997780e-01,-9.999999999999997780e-01
-2.408554367752174574e+00,-5.434676018800665975e-01,9.998828964967961808e-01,9.999999999999995559e-01,9.999999999999995559e-01
-2.408554367752174574e+00,6.173959188968561884e-01,9.998110893212470707e-01,-9.999999999999997780e-01,-9.999999999999997780e-01
-2.408554367752174574e+00,6.173959188968564105e-01,9.998110893212480699e-01,1.000000000000000444e+00,1.000000000000000444e+00
-2.408554367752174574e+00,6.723568184181971663e-01,9.997161267876880641e-01,9.999999999999992228e-01,-9.999999999999992228e-01
-2.408554367752174574e+00,7.467029409708444421e-01,9.994234728424099545e-01,-1.000000000000000000e+00,1.000000000000000000e+00
-2.373647782712287935e+00,-7.448098334370771845e-01,9.991982653263136172e-01,1.000000000000001332e+00,-1.000000000000001332e+00
-2.373647782712287935e+00,-7.448098334370746310e-01,9.991982653262294622e-01,-1.000000000000000000e+00,1.000000000000000000e+00
-2.373647782712287935e+00,-7.003400962477404068e-01,9.994625868870408159e-01,-9.999999999999981126e-01,-9.999999999999981126e-01
-2.373647782712287935e+00,-5.702172319153990809e-01,9.998076849318278114e-01,9.999999999999986677e-01,9.999999999999986677e-01
-2.373647782712287935e+00,6.436475020548071413e-01,9.996834419806270855e-01,-1.000000000000001332e+00,-1.000000000000001332e+00
