kind_code,min_arg_detG,max_arg_detG,max_abs_arg_detG
0.000000000000000000e+00,-4.147710088398061656e-01,-3.026950409090958249e-01,4.147710088398061656e-01
1.000000000000000000e+00,-1.221245327087672392e-15,1.110223024625156540e-15,1.221245327087672392e-15
