realizations,disorder_strength,mean_total,mean_A,mean_B,std_total,std_A,std_B
1.200000000000000000e+01,2.000000000000000042e-02,-5.746379006296523659e-04,-7.266906372664176650e-05,4.000137357300247665e+00,3.665169122614686764e-04,1.064281555815087542e-04,2.773076877243866819e-04
