kind_code,target,shots_per_setting,settings_per_parameter_point,shots_per_parameter_point,equatorial_points_per_family,total_equatorial_shots_per_family,one_time_pole_calibrations,realization,W3_clean_grid,W3_reconstructed,min_patch_overlap,projector_distance_rms,mean_subspace_fidelity,nearest_integer,parity_margin_to_half_integer,parity_error,integer_error
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,1.500000000000000000e+01,9.583340180861273927e-01,5.082045661673387782e-01,5.239264898730388448e-02,3.348636257727759524e-01,8.878663521343101994e-01,1.000000000000000000e+00,8.204566167338778193e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,1.600000000000000000e+01,9.583340180861273927e-01,5.998796089098200612e-01,3.256943796408606762e-02,3.266773793473197740e-01,8.932818898227672388e-01,1.000000000000000000e+00,9.987960890982006124e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,1.700000000000000000e+01,9.583340180861273927e-01,5.364758934881651564e-01,5.454623421660369925e-02,3.291513115414010926e-01,8.916594141105755877e-01,1.000000000000000000e+00,3.647589348816515642e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,1.800000000000000000e+01,9.583340180861273927e-01,7.380582518913989531e-01,2.790450402790134888e-03,3.266030071207950414e-01,8.933304757396538509e-01,1.000000000000000000e+00,2.380582518913989531e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,1.900000000000000000e+01,9.583340180861273927e-01,6.142849004066704977e-01,4.836346862269787217e-02,3.337195914191615764e-01,8.886312343030278171e-01,1.000000000000000000e+00,1.142849004066704977e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,2.000000000000000000e+01,9.583340180861273927e-01,6.020283370543437762e-01,3.583751987511690773e-02,3.319159290517580407e-01,8.898318160417082456e-01,1.000000000000000000e+00,1.020283370543437762e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,2.100000000000000000e+01,9.583340180861273927e-01,4.550762346805632963e-01,3.858364387857395050e-02,3.382631604474021780e-01,8.855780342841350627e-01,0.000000000000000000e+00,4.492376531943670370e-02,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,2.200000000000000000e+01,9.583340180861273927e-01,5.317920655485698367e-01,7.518728373026013767e-02,3.354729591024901425e-01,8.874578937110191301e-01,1.000000000000000000e+00,3.179206554856983669e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,2.300000000000000000e+01,9.583340180861273927e-01,3.258851330840932259e-01,2.452559660764855147e-03,3.323264886065567802e-01,8.895591049704361097e-01,0.000000000000000000e+00,1.741148669159067741e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,2.400000000000000000e+01,9.583340180861273927e-01,4.556175785043885540e-01,4.805370575009500211e-02,3.335016650603396249e-01,8.887766394019811500e-01,0.000000000000000000e+00,4.438242149561144601e-02,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,2.500000000000000000e+01,9.583340180861273927e-01,6.671485039102309500e-01,3.777795882069504702e-02,3.253436795919439350e-01,8.941514901495745127e-01,1.000000000000000000e+00,1.671485039102309500e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,2.600000000000000000e+01,9.583340180861273927e-01,5.343007955049112745e-01,6.723891726444165828e-02,3.353993230099767686e-01,8.875072941244492863e-01,1.000000000000000000e+00,3.430079550491127449e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,2.700000000000000000e+01,9.583340180861273927e-01,4.131168343146955912e-01,5.559333689085323854e-02,3.389898777275901498e-01,8.850858627982334248e-01,0.000000000000000000e+00,8.688316568530440875e-02,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,2.800000000000000000e+01,9.583340180861273927e-01,4.696234724981560582e-01,1.070920083985240218e-01,3.325298962501306299e-01,8.894238680998773905e-01,0.000000000000000000e+00,3.037652750184394179e-02,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,2.900000000000000000e+01,9.583340180861273927e-01,4.795470085729294230e-01,1.777435339712915563e-02,3.326368758024728089e-01,8.893527088563701888e-01,0.000000000000000000e+00,2.045299142707057705e-02,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,3.000000000000000000e+01,9.583340180861273927e-01,5.549417979709923010e-01,3.842632945184933091e-02,3.356398913347997670e-01,8.873458633447637300e-01,1.000000000000000000e+00,5.494179797099230100e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,3.100000000000000000e+01,9.583340180861273927e-01,5.662387040108221026e-01,1.958959326219886221e-02,3.442232160701281796e-01,8.815103775183379398e-01,1.000000000000000000e+00,6.623870401082210257e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,3.200000000000000000e+01,9.583340180861273927e-01,4.157239884958058851e-01,1.511680482369792342e-02,3.364722245920283572e-01,8.867864420780915413e-01,0.000000000000000000e+00,8.427601150419411491e-02,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,2.700000000000000000e+01,1.080000000000000000e+03,1.280000000000000000e+02,1.382400000000000000e+05,2.000000000000000000e+00,3.300000000000000000e+01,9.583340180861273927e-01,5.449167918722260806e-01,3.952654978909170280e-02,3.365422629639299723e-01,8.867393052391170372e-01,1.000000000000000000e+00,4.491679187222608061e-02,0.000000000000000000e+00,0.000000000000000000e+00
