Lx,Ly,disorder,ramp_time,total_transfer,A_transfer,B_transfer
8.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000042e-02,1.000000000000000000e+02,-3.417488994656991963e-04,2.651242063684833283e-04,3.999506317371839259e+00
