kind_code,target,readout_flip_probability,shots_per_setting,settings_per_parameter_point,shots_per_parameter_point,equatorial_points_per_family,total_equatorial_shots_per_family,realization,W3_clean_grid,W3_reconstructed,min_patch_overlap,projector_distance_rms,mean_subspace_fidelity,nearest_integer,parity_margin_to_half_integer,parity_error,integer_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,1.600000000000000000e+01,9.583340180861273927e-01,7.499312225896603845e-01,1.900538655048439884e-01,2.159450266490106907e-01,9.533677454655580252e-01,1.000000000000000000e+00,2.499312225896603845e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,1.700000000000000000e+01,9.583340180861273927e-01,8.130683320354924470e-01,2.001527263799217360e-01,2.150064930790273887e-01,9.537722079338581960e-01,1.000000000000000000e+00,3.130683320354924470e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,1.800000000000000000e+01,9.583340180861273927e-01,7.508869245530391812e-01,1.970534942028038250e-01,2.162773158293141706e-01,9.532241226576670945e-01,1.000000000000000000e+00,2.508869245530391812e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,1.900000000000000000e+01,9.583340180861273927e-01,7.449456624095481816e-01,1.637588069957513492e-01,2.191221499140929840e-01,9.519854834170258240e-01,1.000000000000000000e+00,2.449456624095481816e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,2.000000000000000000e+01,9.583340180861273927e-01,7.615211709798633821e-01,1.797786447068420168e-01,2.155763562253840415e-01,9.535268346365863845e-01,1.000000000000000000e+00,2.615211709798633821e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,2.100000000000000000e+01,9.583340180861273927e-01,8.165235234106947848e-01,1.863235057236299619e-01,2.132211109026611040e-01,9.545367578654351259e-01,1.000000000000000000e+00,3.165235234106947848e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,2.200000000000000000e+01,9.583340180861273927e-01,7.772795262734252253e-01,1.651238986619262550e-01,2.187286195623363294e-01,9.521577909843548237e-01,1.000000000000000000e+00,2.772795262734252253e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,2.300000000000000000e+01,9.583340180861273927e-01,7.462293449618199181e-01,2.067572878728290708e-01,2.158770393534612253e-01,9.533971038799842201e-01,1.000000000000000000e+00,2.462293449618199181e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,2.400000000000000000e+01,9.583340180861273927e-01,7.736697267953412949e-01,1.955351813146420370e-01,2.127208290669528601e-01,9.547498488810681749e-01,1.000000000000000000e+00,2.736697267953412949e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,2.500000000000000000e+01,9.583340180861273927e-01,7.889111081967835615e-01,1.484346811044613412e-01,2.166947315230236815e-01,9.530433933301646343e-01,1.000000000000000000e+00,2.889111081967835615e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,2.600000000000000000e+01,9.583340180861273927e-01,7.731229490182142117e-01,2.072779879184189489e-01,2.153226419822724114e-01,9.536361598497741232e-01,1.000000000000000000e+00,2.731229490182142117e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,2.700000000000000000e+01,9.583340180861273927e-01,7.964387488544392157e-01,2.060188988951147104e-01,2.164833302796367598e-01,9.531349677110376728e-01,1.000000000000000000e+00,2.964387488544392157e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,2.800000000000000000e+01,9.583340180861273927e-01,8.023804640276356315e-01,1.939445289216752688e-01,2.162338657779107609e-01,9.532429152907404557e-01,1.000000000000000000e+00,3.023804640276356315e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,2.700000000000000000e+01,2.700000000000000000e+03,1.280000000000000000e+02,3.456000000000000000e+05,2.900000000000000000e+01,9.583340180861273927e-01,7.671400946550726019e-01,1.501685510983923610e-01,2.131744179728608801e-01,9.545566675219320230e-01,1.000000000000000000e+00,2.671400946550726019e-01,0.000000000000000000e+00,0.000000000000000000e+00
