sampled_points_total,min_north_overlap,min_south_overlap,north_n1,north_n2,north_n3,north_n4,north_n5,south_n1,south_n2,south_n3,south_n4,south_n5
1.966080000000000000e+05,3.596471421565811122e-01,3.216468142618179593e-01,-1.633322091291433686e-02,-2.518003576030642537e-02,9.994888675423412305e-01,1.100887608468806116e-02,0.000000000000000000e+00,-2.994435143311265438e-02,-9.850275001401819219e-01,3.888851962004979956e-02,1.652629505563637802e-01,0.000000000000000000e+00
