lambda,max_occupied_energy_spread,max_unoccupied_energy_spread,minimum_reflattened_gap,max_projector_frobenius_difference,max_involution_residual
1.250000000000000000e+00,9.103828801926283631e-15,3.219646771412953967e-15,1.999999999999992895e+00,4.650450339545726166e-15,1.600299313226423626e-14
