flux,total_charge_right,A_charge_right,B_charge_right;T=100.0
7.791666666666666741e-01,-4.216914534368676470e-03,-1.001932527335824830e-04,3.007557099417137003e+00
7.805555555555555580e-01,-4.205586545425354927e-03,-3.480729252114400651e-05,3.012379237419488653e+00
7.819444444444444420e-01,-3.913596002673713770e-03,3.926581231006309736e-05,3.017811144979845039e+00
7.833333333333333259e-01,-3.415616060077120153e-03,1.055583269566895410e-04,3.023779271475084407e+00
7.847222222222222099e-01,-2.810647821529954626e-03,1.498281680092361512e-04,3.030159576980471670e+00
7.861111111111110938e-01,-2.204598949281155740e-03,1.622564764689471417e-04,3.036850952988523922e+00
7.874999999999999778e-01,-1.693813341580252541e-03,1.387960890504302824e-04,3.043812174607086973e+00
7.888888888888889728e-01,-1.350478103275598585e-03,8.183361985647508163e-05,3.051049074156039431e+00
7.902777777777778567e-01,-1.211104250142369665e-03,1.730459402438100369e-07,3.058566493178766166e+00
7.916666666666667407e-01,-1.270019579486358907e-03,-9.187961959433721404e-05,3.066316458848577398e+00
7.930555555555556246e-01,-1.480071572841801242e-03,-1.765963721682695109e-04,3.074172130200714115e+00
7.944444444444445086e-01,-1.761814748271639530e-03,-2.360666715821579942e-04,3.081939761302161962e+00
7.958333333333333925e-01,-2.020385392000001445e-03,-2.560887188574056950e-04,3.089399837133654181e+00
7.972222222222222765e-01,-2.166833105560428407e-03,-2.297360524856628672e-04,3.096355935073455967e+00
7.986111111111111605e-01,-2.138979022982212541e-03,-1.594786487224553184e-04,3.102671412519518057e+00
8.000000000000000444e-01,-1.916695036223714510e-03,-5.706133261362822395e-05,3.108286090162000193e+00
8.013888888888889284e-01,-1.527916357421332805e-03,5.896337013844288322e-05,3.113218048489173384e+00
8.027777777777778123e-01,-1.044079858053770238e-03,1.673792524838901841e-04,3.117560633943305071e+00
8.041666666666666963e-01,-5.661008764690222961e-04,2.489442944817454872e-04,3.121479542796331330e+00
8.055555555555555802e-01,-2.037665011132006043e-04,2.902824540464976621e-04,3.125204905202900285e+00
8.069444444444444642e-01,-5.235848008844357082e-05,2.861613924096673145e-04,3.129007690925163843e+00
8.083333333333333481e-01,-1.706716759697357588e-04,2.398681819064663046e-04,3.133154562633284179e+00
8.097222222222222321e-01,-5.646543200903408888e-04,1.619094717977276332e-04,3.137848984115240825e+00
8.111111111111111160e-01,-1.180632570178197227e-03,6.753837192174927395e-05,3.143180332598958238e+00
8.125000000000000000e-01,-1.911085595940775761e-03,-2.634942165435916195e-05,3.149106656997924247e+00
8.138888888888888840e-01,-2.613754315777150339e-03,-1.044664404341588693e-04,3.155485466808095829e+00
8.152777777777777679e-01,-3.141510205811215428e-03,-1.560602112835596245e-04,3.162144604467734155e+00
8.166666666666666519e-01,-3.376690263704240635e-03,-1.769787101268960328e-04,3.168963440656642483e+00
8.180555555555555358e-01,-3.260978475391418385e-03,-1.703018822540869337e-04,3.175925963181266631e+00
8.194444444444445308e-01,-2.811849446574754552e-03,-1.451343969449681026e-04,3.183117975061373173e+00
8.208333333333334147e-01,-2.119737217947559316e-03,-1.136170620235077422e-04,3.190666319882939916e+00
8.222222222222222987e-01,-1.325750954360493949e-03,-8.687263073614559516e-05,3.198646133061006758e+00
8.236111111111111827e-01,-5.859873970361917372e-04,-7.117388619626296986e-05,3.206998336110423509e+00
8.250000000000000666e-01,-3.288391653999411801e-05,-6.577561351495120334e-05,3.215495882482213297e+00
8.263888888888889506e-01,2.551593287387632358e-04,-6.339821177991922241e-05,3.223775909049501287e+00
8.277777777777778345e-01,2.677828466426390719e-04,-5.338380281383336978e-05,3.231426927426158890e+00
8.291666666666667185e-01,5.789025150182425250e-05,-2.644100359905365849e-05,3.238098914801722294e+00
8.305555555555556024e-01,-2.783756129165482207e-04,2.085233321125201655e-05,3.243598377012613554e+00
8.319444444444444864e-01,-6.294233807553339943e-04,8.363407223566099447e-05,3.247940328880997818e+00
8.333333333333333703e-01,-8.954943874979193197e-04,1.495038220742372914e-04,3.251347442898790518e+00
8.347222222222222543e-01,-1.009174887472319426e-03,2.022521509124075578e-04,3.254203752478173506e+00
8.361111111111111382e-01,-9.462522137901885344e-04,2.272005215235850528e-04,3.256979781251512662e+00
8.375000000000000222e-01,-7.270513594024308190e-04,2.161540514160620319e-04,3.260147160756889484e+00
8.388888888888889062e-01,-4.099993887205499732e-04,1.701640363069856221e-04,3.264097589190118498e+00
8.402777777777777901e-01,-7.936443986444885468e-05,9.919473022534930351e-05,3.269077929792755910e+00
8.416666666666666741e-01,1.712568484615317743e-04,1.897525551175505143e-05,3.275152027955347656e+00
8.430555555555555580e-01,2.580847362203542161e-04,-5.371031793544034372e-05,3.282198437230452015e+00
8.444444444444444420e-01,1.264235853337680737e-04,-1.056435127591015544e-04,3.289948256472786881e+00
8.458333333333333259e-01,-2.337589812260176814e-04,-1.303009261235388294e-04,3.298057326202247452e+00
8.472222222222222099e-01,-7.804100525490298423e-04,-1.287828541780555724e-04,3.306194876971762397e+00
8.486111111111110938e-01,-1.423636021671725871e-03,-1.086172306159483014e-04,3.314122289546215683e+00
8.499999999999999778e-01,-2.042311026256626860e-03,-8.108602429501843289e-05,3.321736487496380619e+00
8.513888888888889728e-01,-2.509876577315495183e-03,-5.793858002611784741e-05,3.329064093268888413e+00
8.527777777777778567e-01,-2.722766729402081864e-03,-4.827415648200883425e-05,3.336210688210453412e+00
8.541666666666667407e-01,-2.623528361585414359e-03,-5.616032984256946747e-05,3.343286431919027635e+00
8.555555555555556246e-01,-2.212155510150637383e-03,-7.935979048312447048e-05,3.350337427590108774e+00
8.569444444444445086e-01,-1.543004860518060184e-03,-1.094174679474591017e-04,3.357308400476406440e+00
8.583333333333333925e-01,-7.094254813697631334e-04,-1.332514288261421598e-04,3.364049012162213970e+00
8.597222222222222765e-01,1.779822955141341367e-04,-1.361870246574525822e-04,3.370359856637599627e+00
8.611111111111111605e-01,1.012245044514692438e-03,-1.060194245452450446e-04,3.376061458379999713e+00
8.625000000000000444e-01,1.704349388614190275e-03,-3.725088273043297704e-05,3.381064036141133045e+00
8.638888888888889284e-01,2.188947071487312712e-03,6.569268568146213738e-05,3.385417215844957362e+00
8.652777777777778123e-01,2.423327512166117970e-03,1.874892997877353196e-04,3.389324809315731990e+00
8.666666666666666963e-01,2.384145722023056635e-03,3.039945186111836506e-04,3.393117881883962461e+00
8.680555555555555802e-01,2.066505927988515623e-03,3.873294250293923824e-04,3.397188689318678456e+00
8.694444444444444642e-01,1.487675145046551961e-03,4.129382391635516569e-04,3.401898476797112991e+00
8.708333333333333481e-01,6.940791033525073317e-04,3.667357450414243658e-04,3.407482262101348525e+00
8.722222222222222321e-01,-2.329444522066737022e-04,2.501560449781337070e-04,3.413979954512186943e+00
8.736111111111111160e-01,-1.178311350647831546e-03,8.132395380577861488e-05,3.421220691624736077e+00
8.750000000000000000e-01,-2.005343167660100789e-03,-1.083625922468911540e-04,3.428873290547494790e+00
8.763888888888888840e-01,-2.579055672259578103e-03,-2.815432300726783410e-04,3.436552608793483010e+00
8.777777777777777679e-01,-2.795983254920919592e-03,-4.041269753605192250e-04,3.443947763717253530e+00
8.791666666666666519e-01,-2.612274796373270647e-03,-4.537852911425943603e-04,3.450924844181116669e+00
8.805555555555555358e-01,-2.060801193367822748e-03,-4.252136064426537132e-04,3.457562371299829351e+00
8.819444444444445308e-01,-1.250295264307865750e-03,-3.306569297691908105e-04,3.464102533542780193e+00
8.833333333333334147e-01,-3.444848320084403781e-04,-1.956747316524953817e-04,3.470835660148019919e+00
8.847222222222222987e-01,4.748183361353852661e-04,-5.158313745923237548e-05,3.477964175175182859e+00
8.861111111111111827e-01,1.051615294858088134e-03,7.303631612654015726e-05,3.485501709790194802e+00
8.875000000000000666e-01,1.294980136718137942e-03,1.592309986335749272e-04,3.493248292709450809e+00
8.888888888888889506e-01,1.202791533638780663e-03,2.011128478622836724e-04,3.500850347187479450e+00
8.902777777777778345e-01,8.628126923291290495e-04,2.051717551871945489e-04,3.507919608786131960e+00
8.916666666666667185e-01,4.297410282338987031e-04,1.860962769120177995e-04,3.514163584340233903e+00
8.930555555555556024e-01,8.309975871156893845e-05,1.607034989756783716e-04,3.519480082555720202e+00
8.944444444444444864e-01,-2.387678214699207047e-05,1.419756738902933080e-04,3.523987122569013586e+00
8.958333333333333703e-01,1.888651043007172348e-04,1.349837371282802678e-04,3.527986238989569756e+00
8.972222222222222543e-01,6.987814670882386281e-04,1.357937128183550612e-04,3.531879181129450984e+00
8.986111111111111382e-01,1.378646293073160223e-03,1.335407218725492839e-04,3.536067579986211129e+00
9.000000000000000222e-01,2.025155100108477768e-03,1.149579818626733640e-04,3.540862580316177954e+00
9.013888888888889062e-01,2.413138352626909011e-03,6.995770835604986360e-05,3.546422700690841090e+00
9.027777777777777901e-01,2.362022249602802049e-03,-3.484186041902148645e-06,3.552729753281658631e+00
9.041666666666666741e-01,1.795674243105338519e-03,-9.679421720676373297e-05,3.559606932471123031e+00
9.055555555555555580e-01,7.764445908060579882e-04,-1.917058783975633673e-04,3.566777821983417418e+00
9.069444444444444420e-01,-4.998318508748766931e-04,-2.647158598643173377e-04,3.573956365074422159e+00
9.083333333333333259e-01,-1.749881775555017782e-03,-2.940361991958795329e-04,3.580945463749267255e+00
9.097222222222222099e-01,-2.678810158542432873e-03,-2.669771795638098411e-04,3.587711165622533116e+00
9.111111111111110938e-01,-3.063619680914619892e-03,-1.852493701397506243e-04,3.594398998087373620e+00
9.125000000000000888e-01,-2.818299171003069148e-03,-6.607637562883184046e-05,3.601274873179119318e+00
9.138888888888889728e-01,-2.019114083052997444e-03,6.173684110422072990e-05,3.608602694278255640e+00
9.152777777777778567e-01,-8.812047585724513965e-04,1.658918881126680844e-04,3.616502386956033988e+00
9.166666666666667407e-01,3.064056950679017177e-04,2.203520488590626769e-04,3.624849101839584087e+00
9.180555555555556246e-01,1.266499641057627912e-03,2.134801961348742338e-04,3.633264876518450315e+00
9.194444444444445086e-01,1.812583374141141235e-03,1.516819058817731047e-04,3.641218529622118893e+00
9.208333333333333925e-01,1.896507558366344881e-03,5.720489399951844689e-05,3.648202405127659809e+00
9.222222222222222765e-01,1.611385430329903556e-03,-3.916531019498847854e-05,3.653917908349869847e+00
9.236111111111111605e-01,1.151417397946552512e-03,-1.079471055147607217e-04,3.658394175987026209e+00
9.250000000000000444e-01,7.436936035833952019e-04,-1.299391230880075909e-04,3.661990686978294107e+00
9.263888888888889284e-01,5.745509577774754462e-04,-1.013920042609584016e-04,3.665283338418278802e+00
9.277777777777778123e-01,7.327785901747319031e-04,-3.396126329491266915e-05,3.668881629119159271e+00
9.291666666666666963e-01,1.184972522167093700e-03,5.005410595426695863e-05,3.673249900188303663e+00
9.305555555555555802e-01,1.787752658102270686e-03,1.251485942797003759e-04,3.678597729574826225e+00
9.319444444444444642e-01,2.331034230019568554e-03,1.700785038867280718e-04,3.684869757118555356e+00
9.333333333333333481e-01,2.598940859831699868e-03,1.731349376825619402e-04,3.691821964975824599e+00
9.347222222222222321e-01,2.431621078775592082e-03,1.340966023253287176e-04,3.699140281023941768e+00
9.361111111111111160e-01,1.772162198804494437e-03,6.296779328884838378e-05,3.706550316107872334e+00
9.375000000000000000e-01,6.871243558013162556e-04,-2.352025265928148201e-05,3.713882647807636772e+00
9.388888888888888840e-01,-6.442266813140307136e-04,-1.063608140272620517e-04,3.721084253659838303e+00
9.402777777777777679e-01,-1.969389594768777840e-03,-1.685573783847260643e-04,3.728188923875971561e+00
9.416666666666666519e-01,-3.021129458126381451e-03,-1.984926173950185557e-04,3.735268923689968545e+00
9.430555555555556468e-01,-3.580311826206106218e-03,-1.919557614913358634e-04,3.742387244342590513e+00
9.444444444444445308e-01,-3.526905927636825311e-03,-1.526045109203622019e-04,3.749561523049210088e+00
9.458333333333334147e-01,-2.865952832427076657e-03,-9.079259165734043791e-05,3.756744567296034454e+00
9.472222222222222987e-01,-1.722244807069728267e-03,-2.093089011090398799e-05,3.763824919810339509e+00
9.486111111111111827e-01,-3.064710640749979120e-04,4.209362388429838120e-05,3.770650793698409942e+00
9.500000000000000666e-01,1.136290953429153205e-03,8.655767499377020613e-05,3.777076727178149795e+00
9.513888888888889506e-01,2.380467767481242447e-03,1.065666299053802391e-04,3.783022549563312076e+00
9.527777777777778345e-01,3.261845068300850414e-03,1.029355323405312106e-04,3.788522996174713775e+00
9.541666666666667185e-01,3.698497588960236726e-03,8.206194594606586179e-05,3.793741956902184853e+00
9.555555555555556024e-01,3.689690395005662538e-03,5.328883635424830345e-05,3.798934557008318613e+00
9.569444444444444864e-01,3.298486411913437166e-03,2.578724014146160926e-05,3.804362283488287311e+00
9.583333333333333703e-01,2.627179401833323880e-03,6.073326692224156886e-06,3.810191587065346219e+00
9.597222222222222543e-01,1.793882972354943206e-03,-3.120776855602969135e-06,3.816420833795439727e+00
9.611111111111111382e-01,9.148857601015691898e-04,-2.563082421858098314e-06,3.822873866395415376e+00
9.625000000000000222e-01,9.312452787835212575e-05,4.656377408984724298e-06,3.829271022210021691e+00
9.638888888888889062e-01,-5.894503504206838329e-04,1.446548036820871630e-05,3.835352244365551222e+00
9.652777777777777901e-01,-1.077816914096807466e-03,2.279042846620171758e-05,3.840999987562375928e+00
9.666666666666666741e-01,-1.348410765899643593e-03,2.610089703125595406e-05,3.846306470911581954e+00
9.680555555555555580e-01,-1.410457368748119222e-03,2.180619900915559128e-05,3.851553258233933796e+00
9.694444444444444420e-01,-1.301785494549179134e-03,8.820967162037618436e-06,3.857110287514332825e+00
9.708333333333333259e-01,-1.078370466476741285e-03,-1.169567135228533061e-05,3.863297325320029785e+00
9.722222222222222099e-01,-7.997126637526719151e-04,-3.585451699272823589e-05,3.870266186002707443e+00
9.736111111111110938e-01,-5.145889087092569980e-04,-5.743941341052050120e-05,3.877950352176069870e+00
9.750000000000000888e-01,-2.521517966593833648e-04,-6.958641263654641307e-05,3.886096845114960452e+00
9.763888888888889728e-01,-2.130479129736073673e-05,-6.746427808135280202e-05,3.894359562972856459e+00
9.777777777777778567e-01,1.823443412156677823e-04,-5.093408594802895095e-05,3.902410517489089514e+00
9.791666666666667407e-01,3.660244278469448886e-04,-2.578836372268966670e-05,3.910024290207538833e+00
9.805555555555556246e-01,5.312767158205389251e-04,-2.490283357303724188e-06,3.917109148508373551e+00
9.819444444444445086e-01,6.714368054696606691e-04,7.661709946482631040e-06,3.923684596846086059e+00
9.833333333333333925e-01,7.757862691590844406e-04,-2.273738989089224560e-06,3.929826762991003974e+00
9.847222222222222765e-01,8.373601805349295546e-04,-3.050687420014241980e-05,3.935611596490142361e+00
9.861111111111111605e-01,8.593672863641543813e-04,-6.521096258094161158e-05,3.941080597746144498e+00
9.875000000000000444e-01,8.558733196659673581e-04,-8.753945205963731269e-05,3.946240001722453705e+00
9.888888888888889284e-01,8.454950173186759343e-04,-7.846776415743050848e-05,3.951089303533232844e+00
9.902777777777778123e-01,8.407934305232345196e-04,-2.716039347028242901e-05,3.955664192783441280e+00
9.916666666666666963e-01,8.388148194740097097e-04,6.247096867362245121e-05,3.960074484966881414e+00
9.930555555555555802e-01,8.183150677067985157e-04,1.700706181617661628e-04,3.964519186900488101e+00
9.944444444444444642e-01,7.464047749881075333e-04,2.634376272947491771e-04,3.969267365816977033e+00
9.958333333333333481e-01,5.928645992545611421e-04,3.084594511149063578e-04,3.974604005042045252e+00
9.972222222222222321e-01,3.462856701661465308e-04,2.811797633865964485e-04,3.980752853192924157e+00
9.986111111111111160e-01,2.450662631314770579e-05,1.776461300293519230e-04,3.987799936600496586e+00
1.000000000000000000e+00,-3.264383626966349539e-04,1.765528398500748608e-05,3.995646755026205810e+00
