flux,total_charge_right,A_charge_right,B_charge_right;T=100.0
3.875000000000000111e-01,-9.445518099623129160e-03,-1.024814021395314967e-04,1.542862125146040597e+00
3.888888888888888951e-01,-8.930710601422475747e-03,-3.247829372732269348e-05,1.548519019051212808e+00
3.902777777777777790e-01,-8.466027222779892725e-03,4.103290132473347285e-05,1.554232741542837637e+00
3.916666666666666630e-01,-8.093101939418367863e-03,1.110614732047210396e-04,1.559937523001809545e+00
3.930555555555555469e-01,-7.846901480927925832e-03,1.710699203041343708e-04,1.565605450541173838e+00
3.944444444444444864e-01,-7.752016896882985009e-03,2.156039081926408585e-04,1.571219930624342176e+00
3.958333333333333703e-01,-7.819064373945749935e-03,2.408230974495495502e-04,1.576735210022766509e+00
3.972222222222222543e-01,-8.042344290349667801e-03,2.448425753724947640e-04,1.582049860079234982e+00
3.986111111111111382e-01,-8.399864173327387107e-03,2.278130000412659228e-04,1.587016663845135511e+00
4.000000000000000222e-01,-8.856131770249575652e-03,1.917344135726750665e-04,1.591492333141655280e+00
4.013888888888889062e-01,-9.367102234804747241e-03,1.400821423693798806e-04,1.595407716724043468e+00
4.027777777777777901e-01,-9.885867301602679902e-03,7.737489678039111141e-05,1.598824984128460081e+00
4.041666666666666741e-01,-1.036755513401388384e-02,8.800579797352270361e-06,1.601950892585241704e+00
4.055555555555555580e-01,-1.077255011935474016e-02,-6.006241231215625476e-05,1.605094135937433997e+00
4.069444444444444420e-01,-1.106818903522466258e-02,-1.234884186374074488e-04,1.608580708274663706e+00
4.083333333333333259e-01,-1.122993684714579388e-02,-1.759296059216097774e-04,1.612661033020190260e+00
4.097222222222222654e-01,-1.124317092775051208e-02,-2.125141426461141236e-04,1.617446179787084048e+00
4.111111111111111494e-01,-1.110598133303142276e-02,-2.297017598174022623e-04,1.622896107361919249e+00
4.125000000000000333e-01,-1.083219873722818249e-02,-2.259451836845727257e-04,1.628858138826773327e+00
4.138888888888889173e-01,-1.045288422078716195e-02,-2.021177899118598020e-04,1.635131618445050172e+00
4.152777777777778012e-01,-1.001440230732608683e-02,-1.614876977535928404e-04,1.641526096618590280e+00
4.166666666666666852e-01,-9.572181010022440262e-03,-1.091551035559135130e-04,1.647889069612985757e+00
4.180555555555555691e-01,-9.180991566568152962e-03,-5.107023353723150194e-05,1.654099600622506827e+00
4.194444444444444531e-01,-8.884268271917683535e-03,7.077457619963922753e-06,1.660044408536550442e+00
4.208333333333333370e-01,-8.705790895608522817e-03,6.074752104456848656e-05,1.665602055915514690e+00
4.222222222222222210e-01,-8.646498612488784374e-03,1.069499036301380102e-04,1.670654087378277808e+00
4.236111111111111049e-01,-8.687454756114654231e-03,1.440952948188467531e-04,1.675123681291853295e+00
4.249999999999999889e-01,-8.797767394380429096e-03,1.714539259101144353e-04,1.679023250150688540e+00
4.263888888888889284e-01,-8.944549413156366313e-03,1.885284966238742754e-04,1.682483464060666734e+00
4.277777777777778123e-01,-9.101498960745857403e-03,1.946517673943048976e-04,1.685742633307638627e+00
4.291666666666666963e-01,-9.253551037295082438e-03,1.889865644244537179e-04,1.689093961353783868e+00
4.305555555555555802e-01,-9.396825526381213933e-03,1.709029574525899875e-04,1.692808932860802251e+00
4.319444444444444642e-01,-9.534939046998758272e-03,1.405305967594472349e-04,1.697066997639675279e+00
4.333333333333333481e-01,-9.673870836722109345e-03,9.921164185744402175e-05,1.701918625170635302e+00
4.347222222222222321e-01,-9.817605401432061285e-03,4.963529567625357686e-05,1.707292705326697302e+00
4.361111111111111160e-01,-9.965892975781542873e-03,-4.418357754332191689e-06,1.713038920358412653e+00
4.375000000000000000e-01,-1.011424392984050513e-02,-5.863434601405259627e-05,1.718981714455060761e+00
4.388888888888888840e-01,-1.025533689875945953e-02,-1.088210211230844493e-04,1.724961516276606766e+00
4.402777777777777679e-01,-1.038073955882534705e-02,-1.514597540817064214e-04,1.730850273024208796e+00
4.416666666666667074e-01,-1.048217253253813652e-02,-1.840053728097146291e-04,1.736544890623853199e+00
4.430555555555555913e-01,-1.055213314150194037e-02,-2.049049176466866129e-04,1.741954328347116387e+00
4.444444444444444753e-01,-1.058412269401198813e-02,-2.133980446226146910e-04,1.746997436732162789e+00
4.458333333333333592e-01,-1.057277573041837115e-02,-2.092144223322378593e-04,1.751619200763386175e+00
4.472222222222222432e-01,-1.051396383148706093e-02,-1.922897522792510472e-04,1.755819007224610928e+00
4.486111111111111271e-01,-1.040473433987987306e-02,-1.626004512322865025e-04,1.759674390288961554e+00
4.500000000000000111e-01,-1.024300911848285978e-02,-1.201862299744504980e-04,1.763343359885086059e+00
4.513888888888888951e-01,-1.002733376490461126e-02,-6.539473696420827764e-05,1.767038023209286379e+00
4.527777777777777790e-01,-9.757370993610514631e-03,6.656046940278770307e-07,1.770976281627745230e+00
4.541666666666666630e-01,-9.435880850704236877e-03,7.554793665498493738e-05,1.775329131724124210e+00
4.555555555555555469e-01,-9.072373193546923176e-03,1.549300534353648118e-04,1.780182890450669575e+00
4.569444444444444864e-01,-8.687561315484870761e-03,2.323464384588191933e-04,1.785528053417756666e+00
4.583333333333333703e-01,-8.316674747759655872e-03,2.994165665990422553e-04,1.791274156256952743e+00
4.597222222222222543e-01,-8.009250255546440656e-03,3.467024382404204630e-04,1.797279784005355374e+00
4.611111111111111382e-01,-7.823667725223693026e-03,3.651491092524494775e-04,1.803383773481654906e+00
4.625000000000000222e-01,-7.816398121874179594e-03,3.478524078230904593e-04,1.809428171401676444e+00
4.638888888888889062e-01,-8.028094634396687468e-03,2.917403127282724995e-04,1.815271735340384218e+00
4.652777777777777901e-01,-8.470365864173601267e-03,1.987215675676168303e-04,1.820799077118943288e+00
4.666666666666666741e-01,-9.117493943555210478e-03,7.597321520069755252e-05,1.825931169201047588e+00
4.680555555555555580e-01,-9.906178257046427404e-03,-6.473004973717166877e-05,1.830638148943983801e+00
4.694444444444444420e-01,-1.074396961744561452e-02,-2.084854896349241926e-04,1.834949114945166215e+00
4.708333333333333259e-01,-1.152433908150296560e-02,-3.391883527124051056e-04,1.838950837556954987e+00
4.722222222222222654e-01,-1.214437521453248792e-02,-4.415235619870117034e-04,1.842770622824481563e+00
4.736111111111111494e-01,-1.252066068838164625e-02,-5.027169568156963919e-04,1.846546494879608424e+00
4.750000000000000333e-01,-1.260001831027945940e-02,-5.138953346852659365e-04,1.850395621961923531e+00
4.763888888888889173e-01,-1.236393955678494194e-02,-4.710432429835265111e-04,1.854394378288837686e+00
4.777777777777778012e-01,-1.182764479415077119e-02,-3.756003644479477543e-04,1.858578402373664673e+00
4.791666666666666852e-01,-1.103598899835400715e-02,-2.347046771324912129e-04,1.862960776560485421e+00
4.805555555555555691e-01,-1.005841338782431649e-02,-6.099879004217712009e-05,1.867556658846789119e+00
4.819444444444444531e-01,-8.984068900566022364e-03,1.281455670349984644e-04,1.872399085384107487e+00
4.833333333333333370e-01,-7.916790063196010863e-03,3.121060294448696482e-04,1.877535608205701756e+00
4.847222222222222210e-01,-6.968581075866175922e-03,4.691879139757659800e-04,1.883006392056251421e+00
4.861111111111111049e-01,-6.250231517576310125e-03,5.793139057423957183e-04,1.888815226757397880e+00
4.875000000000000444e-01,-5.858662339300657607e-03,6.268609862170038127e-04,1.894909393785501273e+00
4.888888888888889284e-01,-5.862195466005637456e-03,6.031800405699172529e-04,1.901179808845694374e+00
4.902777777777778123e-01,-6.286464771066313517e-03,5.083394422582543370e-04,1.907481905333221484e+00
4.916666666666666963e-01,-7.104500890627640786e-03,3.517356434317164826e-04,1.913666682149057330e+00
4.930555555555555802e-01,-8.234262422328164632e-03,1.513758559115174762e-04,1.919606674317839712e+00
4.944444444444444642e-01,-9.545564114904259156e-03,-6.817454314411719452e-05,1.925206049109349671e+00
4.958333333333333481e-01,-1.087631385262621819e-02,-2.789918257510848321e-04,1.930394884519627929e+00
4.972222222222222321e-01,-1.205575552893556335e-02,-4.537542368208136168e-04,1.935118309788570912e+00
4.986111111111111160e-01,-1.293060248549160463e-02,-5.698866971108884627e-04,1.939334881006409717e+00
5.000000000000000000e-01,-1.338901684425231053e-02,-6.131738251919927052e-04,1.943032615855106116e+00
5.013888888888888840e-01,-1.337762729218194835e-02,-5.801022046201254057e-04,1.946258599604825612e+00
5.027777777777777679e-01,-1.290819692265721130e-02,-4.783524778133596556e-04,1.949146301255153091e+00
5.041666666666666519e-01,-1.205286338565514370e-02,-3.252225257934782121e-04,1.951921089679641952e+00
5.055555555555555358e-01,-1.092950439420903308e-02,-1.442598904084491096e-04,1.954872016520599942e+00
5.069444444444444198e-01,-9.680998359664627628e-03,3.913207890171577219e-05,1.958293499214224909e+00
5.083333333333333037e-01,-8.453270830990788909e-03,2.020545874081847160e-04,1.962416053091539325e+00
5.097222222222221877e-01,-7.376669721358197762e-03,3.274111775208865538e-04,1.967352196261963115e+00
5.111111111111111827e-01,-6.553523280104833759e-03,4.054871797949388679e-04,1.973077914353408069e+00
5.125000000000000666e-01,-6.052346101912853271e-03,4.337438531587523016e-04,1.979454246746926493e+00
5.138888888888889506e-01,-5.907014174551861174e-03,4.153353490146116656e-04,1.986275778973721984e+00
5.152777777777778345e-01,-6.118194937394960675e-03,3.571841448248846973e-04,1.993322362252486712e+00
5.166666666666667185e-01,-6.654784876654495918e-03,2.684002867665569170e-04,2.000392540965541421e+00
5.180555555555556024e-01,-7.454780592820675622e-03,1.594415289494222066e-04,2.007310369419282203e+00
5.194444444444444864e-01,-8.427000335467837999e-03,4.188276177252703292e-05,2.013913934213455548e+00
5.208333333333333703e-01,-9.456285948622245030e-03,-7.174107483454150724e-05,2.020044556960882254e+00
5.222222222222222543e-01,-1.041446870272011438e-02,-1.686288410986946928e-04,2.025554349844242097e+00
5.236111111111111382e-01,-1.117741875791722350e-02,-2.372555694964972872e-04,2.030337309968158976e+00
5.250000000000000222e-01,-1.164566986225512579e-02,-2.695482220866907141e-04,2.034372583804841206e+00
5.263888888888889062e-01,-1.176368224908763693e-02,-2.629901960595759647e-04,2.037757425037776571e+00
5.277777777777777901e-01,-1.153198784426301415e-02,-2.217567570230727370e-04,2.040708347780132215e+00
5.291666666666666741e-01,-1.100783785602654774e-02,-1.562108382406890428e-04,2.043522117192686061e+00
5.305555555555555580e-01,-1.029319721059707149e-02,-8.066102568804467410e-05,2.046506944157755470e+00
5.319444444444444420e-01,-9.512837851260336208e-03,-9.957508132707459936e-06,2.049908869422499613e+00
5.333333333333333259e-01,-8.788377340219533096e-03,4.402177192286416130e-05,2.053861228077814793e+00
5.347222222222222099e-01,-8.215205045146944940e-03,7.487833148367428748e-05,2.058374770626475225e+00
5.361111111111110938e-01,-7.847963185819040177e-03,8.245607142676192325e-05,2.063367774822264522e+00
5.374999999999999778e-01,-7.697182663595647512e-03,7.177833225124885530e-05,2.068718491655688219e+00
5.388888888888888618e-01,-7.736063984943974958e-03,5.072803033012718288e-05,2.074314728820712439e+00
5.402777777777777457e-01,-7.913608125066140531e-03,2.741603144951199056e-05,2.080080336812382136e+00
5.416666666666667407e-01,-8.169252155208361899e-03,8.150078472546340436e-06,2.085972426296364368e+00
5.430555555555556246e-01,-8.444971515063848244e-03,-3.472890747424628444e-06,2.091958568604577628e+00
5.444444444444445086e-01,-8.692839073493274782e-03,-6.370089572271808720e-06,2.097992161660172883e+00
5.458333333333333925e-01,-8.878241735865266548e-03,-1.132019257887861841e-06,2.104002634728444399e+00
5.472222222222222765e-01,-8.980398521863719452e-03,1.084579068155733239e-05,2.109906903878615125e+00
5.486111111111111605e-01,-8.992038784729317058e-03,2.780458594742185596e-05,2.115635506050669079e+00
5.500000000000000444e-01,-8.919253976425345343e-03,4.754879978552395414e-05,2.121158101758582326e+00
5.513888888888889284e-01,-8.781274579154896287e-03,6.713102003885751401e-05,2.126492856574149215e+00
5.527777777777778123e-01,-8.609013178759283846e-03,8.274255255713569568e-05,2.131692304143509631e+00
5.541666666666666963e-01,-8.441174043592347687e-03,9.015715518945199847e-05,2.136810300765477955e+00
5.555555555555555802e-01,-8.317601166240251587e-03,8.576048817765524745e-05,2.141864632942175106e+00
5.569444444444444642e-01,-8.270891392418988630e-03,6.783177240343718495e-05,2.146813110092981702e+00
5.583333333333333481e-01,-8.318455974053229340e-03,3.751780546590310905e-05,2.151556259299781892e+00
5.597222222222222321e-01,-8.457564373894221887e-03,-1.021587570981807858e-06,2.155969265499119381e+00
5.611111111111111160e-01,-8.665197138229885354e-03,-4.151301468091617153e-05,2.159953986911109070e+00
5.625000000000000000e-01,-8.902997913600607660e-03,-7.728693715325363200e-05,2.163493311925724250e+00
5.638888888888888840e-01,-9.125864426941632246e-03,-1.032028620322478218e-04,2.166687859508087399e+00
5.652777777777777679e-01,-9.291493837066511219e-03,-1.170306628690553907e-04,2.169759737476249839e+00
5.666666666666666519e-01,-9.368033170579437297e-03,-1.197181879835085283e-04,2.173018149403722177e+00
5.680555555555555358e-01,-9.337958717447136792e-03,-1.144202841931729608e-04,2.176793865536902572e+00
5.694444444444444198e-01,-9.197985504198591400e-03,-1.046907956743226009e-04,2.181360079354750958e+00
5.708333333333333037e-01,-8.956420111181806476e-03,-9.261838206331418633e-05,2.186862479784335456e+00
5.722222222222222987e-01,-8.630158566127477116e-03,-7.774302230778573630e-05,2.193279421089714631e+00
5.736111111111111827e-01,-8.243114866427703191e-03,-5.728071501742704186e-05,2.200424075843733007e+00
5.750000000000000666e-01,-7.826454483971900800e-03,-2.762742017381469850e-05,2.207987177657837918e+00
5.763888888888889506e-01,-7.419339274621350455e-03,1.345583821610318864e-05,2.215606079468637191e+00
5.777777777777778345e-01,-7.067896886526092715e-03,6.490540802683852917e-05,2.222938313518450393e+00
5.791666666666667185e-01,-6.820464412593985060e-03,1.215308618780497341e-04,2.229718700722313152e+00
5.805555555555556024e-01,-6.718826536310729125e-03,1.747302211043688658e-04,2.235787853585923912e+00
5.819444444444444864e-01,-6.787450106958914375e-03,2.145405503135577874e-04,2.241092526052261391e+00
5.833333333333333703e-01,-7.024460831733136956e-03,2.322771690455027738e-04,2.245668664168102069e+00
5.847222222222222543e-01,-7.398297967661449093e-03,2.227997982267027055e-04,2.249621266325670277e+00
5.861111111111111382e-01,-7.852289135536594245e-03,1.856467939482797647e-04,2.253110124862281793e+00
5.875000000000000222e-01,-8.316413124229704579e-03,1.247935571973002311e-04,2.256340679621716028e+00
5.888888888888889062e-01,-8.722581923663597081e-03,4.736665245275162306e-05,2.259550957588157161e+00
5.902777777777777901e-01,-9.018289728397910210e-03,-3.799324540931792171e-05,2.262984607798199654e+00
5.916666666666666741e-01,-9.174235879154224449e-03,-1.224389267981962348e-04,2.266847878360795931e+00
5.930555555555555580e-01,-9.184242072500126142e-03,-1.975658574053795746e-04,2.271260996910879015e+00
5.944444444444444420e-01,-9.059168081260615679e-03,-2.555545362499245243e-04,2.276224114341789395e+00
5.958333333333333259e-01,-8.818920631185278580e-03,-2.892919698016527263e-04,2.281617694906469040e+00
5.972222222222222099e-01,-8.486855351441668915e-03,-2.929561491944454588e-04,2.287244967624885383e+00
5.986111111111110938e-01,-8.088819450723150339e-03,-2.632075985182780187e-04,2.292904709651917727e+00
5.999999999999999778e-01,-7.655897952489887359e-03,-2.006468949913298161e-04,2.298466033394890751e+00
6.013888888888888618e-01,-7.227366491107112267e-03,-1.108499841384613660e-04,2.303912582979395829e+00
6.027777777777777457e-01,-6.849875136911265372e-03,-4.302246042087176647e-06,2.309335424159437267e+00
6.041666666666667407e-01,-6.570836196863716339e-03,1.050547995840034332e-04,2.314877224522379429e+00
6.055555555555556246e-01,-6.427366140356660651e-03,2.023596464875154766e-04,2.320653712785492040e+00
6.069444444444445086e-01,-6.435094303541610827e-03,2.746611705441992513e-04,2.326689668431126456e+00
6.083333333333333925e-01,-6.581998795693877469e-03,3.131339464683691176e-04,2.332899442137421175e+00
6.097222222222222765e-01,-6.830557530570935398e-03,3.140778131838217746e-04,2.339119512155110492e+00
6.111111111111111605e-01,-7.127781167053370837e-03,2.786718311469371656e-04,2.345174407223623803e+00
6.125000000000000444e-01,-7.419050232247315080e-03,2.119750998890168603e-04,2.350941295475662329e+00
6.138888888888889284e-01,-7.660062843508619324e-03,1.218588434328538028e-04,2.356381201929587554e+00
6.152777777777778123e-01,-7.822510034012353231e-03,1.832395977530154596e-05,2.361524615869136312e+00
6.166666666666666963e-01,-7.892643513772945596e-03,-8.683885310301064919e-05,2.366425185154340305e+00
6.180555555555555802e-01,-7.865743796493518403e-03,-1.805350248211823327e-04,2.371112794426601056e+00
6.194444444444444642e-01,-7.741486238330708147e-03,-2.495820804728765552e-04,2.375576678442341105e+00
6.208333333333333481e-01,-7.524180420825921090e-03,-2.828838870092553748e-04,2.379790607019216075e+00
6.222222222222222321e-01,-7.228340109680431169e-03,-2.741543634332543888e-04,2.383766043903650100e+00
6.236111111111111160e-01,-6.885985761226898205e-03,-2.242222457384812628e-04,2.387600408292297693e+00
6.250000000000000000e-01,-6.549846134623393823e-03,-1.418180203600627465e-04,2.391487147701131022e+00
6.263888888888888840e-01,-6.287661845145287032e-03,-4.218362208785464418e-05,2.395673136432454164e+00
6.277777777777777679e-01,-6.166805238137840206e-03,5.631048568233154583e-05,2.400377078184483537e+00
6.291666666666666519e-01,-6.233468966495792074e-03,1.365071866210598728e-04,2.405704891291925662e+00
6.305555555555555358e-01,-6.494142425854221301e-03,1.863030774273966017e-04,2.411602292592988306e+00
6.319444444444444198e-01,-6.907120469284322439e-03,2.007471369562807695e-04,2.417868483164406612e+00
6.333333333333333037e-01,-7.388230726329325648e-03,1.819208691493656715e-04,2.424226467668079366e+00
6.347222222222222987e-01,-7.829489313782467264e-03,1.370469982360233985e-04,2.430419793248671745e+00
6.361111111111111827e-01,-8.124586506069064740e-03,7.590005250257547686e-05,2.436295186028836213e+00
6.375000000000000666e-01,-8.193114446414462293e-03,8.632282376019873027e-06,2.441839858873220415e+00
6.388888888888889506e-01,-7.996907770773553636e-03,-5.538429632689911841e-05,2.447164928483194224e+00
6.402777777777778345e-01,-7.545657363171365262e-03,-1.078351218319895111e-04,2.452449825659157590e+00
6.416666666666667185e-01,-6.892940079231024697e-03,-1.415197128800116388e-04,2.457875178282984407e+00
6.430555555555556024e-01,-6.126067042043992217e-03,-1.508678663784124296e-04,2.463568981468468699e+00
6.444444444444444864e-01,-5.353029049522284311e-03,-1.331239814996720838e-04,2.469577451067903162e+00
6.458333333333333703e-01,-4.688148413442227991e-03,-8.975279175604811144e-05,2.475857627578707643e+00
6.472222222222222543e-01,-4.236514189026152621e-03,-2.720198194161582705e-05,2.482282288878593590e+00
6.486111111111111382e-01,-4.077269444537456877e-03,4.373700394655344326e-05,2.488651374506079428e+00
6.500000000000000222e-01,-4.247506285124380554e-03,1.101200352051634468e-04,2.494712892072384669e+00
6.513888888888889062e-01,-4.730722518427654677e-03,1.599553268221143298e-04,2.500201570550691699e+00
6.527777777777777901e-01,-5.454698403101865267e-03,1.850624724797356180e-04,2.504899222193452069e+00
6.541666666666666741e-01,-6.302010476512798220e-03,1.825813266806974866e-04,2.508707649003873108e+00
6.555555555555555580e-01,-7.132409487998536690e-03,1.546547464199576893e-04,2.511710623253383012e+00
6.569444444444444420e-01,-7.811653742445301418e-03,1.066813333796545749e-04,2.514195946566633921e+00
6.583333333333333259e-01,-8.238451700115057008e-03,4.517833824646544372e-05,2.516617814216702165e+00
6.597222222222222099e-01,-8.361601556751807607e-03,-2.364051831804658832e-05,2.519501455186112793e+00
6.611111111111110938e-01,-8.183218869507236093e-03,-9.401266340969272051e-05,2.523316455825658444e+00
6.624999999999999778e-01,-7.749346197701179051e-03,-1.597828663202349730e-04,2.528360046528804084e+00
6.638888888888888618e-01,-7.133611669319250836e-03,-2.135092325019627424e-04,2.534689045693408360e+00
6.652777777777778567e-01,-6.420878247039851772e-03,-2.465510621583177908e-04,2.542120055311780646e+00
6.666666666666667407e-01,-5.695630355642578024e-03,-2.506282847001273240e-04,2.550291191552039649e+00
6.680555555555556246e-01,-5.035699028837825608e-03,-2.204583150273720094e-04,2.558757661677285355e+00
6.694444444444445086e-01,-4.508370042513476506e-03,-1.563412771048433569e-04,2.567086891018313111e+00
6.708333333333333925e-01,-4.165053345851710276e-03,-6.539705498109782411e-05,2.574927623500989249e+00
6.722222222222222765e-01,-4.032963359725805219e-03,3.932803112416394242e-05,2.582044549303147640e+00
6.736111111111111605e-01,-4.106184075870267236e-03,1.417252461495266402e-04,2.588325319798697954e+00
6.750000000000000444e-01,-4.341493175287425288e-03,2.264139114025454091e-04,2.593772811623566099e+00
6.763888888888889284e-01,-4.664219278674330837e-03,2.820391333751004481e-04,2.598491419465104535e+00
6.777777777777778123e-01,-4.985739138839484497e-03,3.029696180343321998e-04,2.602667554703786301e+00
6.791666666666666963e-01,-5.228604237991874015e-03,2.891004587493029021e-04,2.606539135480979041e+00
6.805555555555555802e-01,-5.350625712407186541e-03,2.443364949451520829e-04,2.610351354543117175e+00
6.819444444444444642e-01,-5.358192960255081516e-03,1.748098418765664519e-04,2.614305057038036395e+00
6.833333333333333481e-01,-5.302589113798994447e-03,8.775177431008529538e-05,2.618513300600230131e+00
6.847222222222222321e-01,-5.259741268901052536e-03,-8.683158728928219716e-06,2.622984000840634877e+00
6.861111111111111160e-01,-5.300692537689499773e-03,-1.050706839329507147e-04,2.627638844078209246e+00
6.875000000000000000e-01,-5.463938650403399322e-03,-1.906862713587642588e-04,2.632363894807968840e+00
6.888888888888888840e-01,-5.739888372630730373e-03,-2.544859241062624733e-04,2.637073063004255147e+00
6.902777777777777679e-01,-6.072592877385041277e-03,-2.871827075532351614e-04,2.641759425142217843e+00
6.916666666666666519e-01,-6.376984905662297365e-03,-2.837693900836768535e-04,2.646514547939123219e+00
6.930555555555555358e-01,-6.564280527122434705e-03,-2.453948179272913421e-04,2.651509569863380378e+00
6.944444444444444198e-01,-6.566177326699396133e-03,-1.796097489874526332e-04,2.656946771616286007e+00
6.958333333333334147e-01,-6.350441824670483015e-03,-9.862637454816081117e-05,2.662999668160466626e+00
6.972222222222222987e-01,-5.924979441732425300e-03,-1.608516950479810248e-05,2.669760158722939813e+00
6.986111111111111827e-01,-5.332142865767330875e-03,5.651683337770663229e-05,2.677204973497562257e+00
7.000000000000000666e-01,-4.637799912167395178e-03,1.124234718972161318e-04,2.685185652015247726e+00
7.013888888888889506e-01,-3.919756442776645144e-03,1.503398512667786235e-04,2.693441078815730805e+00
7.027777777777778345e-01,-3.258170211788424808e-03,1.731543640062227496e-04,2.701630256960369181e+00
7.041666666666667185e-01,-2.728128150319975020e-03,1.853396187829758901e-04,2.709383023986108086e+00
7.055555555555556024e-01,-2.393059853351253707e-03,1.901874451499807606e-04,2.716364266679495820e+00
7.069444444444444864e-01,-2.297769646132152843e-03,1.880161695186899351e-04,2.722341578194095391e+00
7.083333333333333703e-01,-2.461207987903613059e-03,1.760240657544542842e-04,2.727239826624130892e+00
7.097222222222222543e-01,-2.870639321582046932e-03,1.497741574052469105e-04,2.731163940743531526e+00
7.111111111111111382e-01,-3.479584148027292656e-03,1.056668734245036489e-04,2.734377528837868887e+00
7.125000000000000222e-01,-4.211374040173687661e-03,4.341410158925640417e-05,2.737239403850336039e+00
7.138888888888889062e-01,-4.968640439484417470e-03,-3.243760481730362244e-05,2.740116970881880221e+00
7.152777777777777901e-01,-5.647306245731620322e-03,-1.125280984295429221e-04,2.743306228122238899e+00
7.166666666666666741e-01,-6.152410084609982732e-03,-1.843117945377059641e-04,2.746986328200307526e+00
7.180555555555555580e-01,-6.412743655195285442e-03,-2.348390479323114732e-04,2.751221867715035074e+00
7.194444444444444420e-01,-6.391737500496041946e-03,-2.538911322185199992e-04,2.756004912170186394e+00
7.208333333333333259e-01,-6.092921658789052231e-03,-2.365827911106066495e-04,2.761311577618453583e+00
7.222222222222222099e-01,-5.559248134076710812e-03,-1.847244566217653983e-04,2.767143347402550191e+00
7.236111111111110938e-01,-4.866418916536829897e-03,-1.066078926399427473e-04,2.773533273305185176e+00
7.249999999999999778e-01,-4.111136385053448805e-03,-1.532152781980045120e-05,2.780516255741431131e+00
7.263888888888888618e-01,-3.395946271493421875e-03,7.392151696539173145e-05,2.788080708913137862e+00
7.277777777777778567e-01,-2.813026629321591088e-03,1.467558633061472051e-04,2.796127161312131015e+00
7.291666666666667407e-01,-2.429685285678218065e-03,1.922610621374332140e-04,2.804454574435061076e+00
7.305555555555556246e-01,-2.278213976040888156e-03,2.046983254242462635e-04,2.812781242024488648e+00
7.319444444444445086e-01,-2.351992416690151799e-03,1.841772916879591548e-04,2.820792136213377432e+00
7.333333333333333925e-01,-2.608471437023140993e-03,1.362960250599343226e-04,2.828195889262524076e+00
7.347222222222222765e-01,-2.978244206652824744e-03,7.095440658755336472e-05,2.834774970181721976e+00
7.361111111111111605e-01,-3.378256186566730435e-03,5.932743736281054225e-07,2.840419329927700076e+00
7.375000000000000444e-01,-3.726599593344204209e-03,-6.189424422053946273e-05,2.845141302622463897e+00
7.388888888888889284e-01,-3.956342917388333547e-03,-1.053340881442821342e-04,2.849073479454694358e+00
7.402777777777778123e-01,-4.026304811501013603e-03,-1.222446794324483221e-04,2.852451080924223170e+00
7.416666666666666963e-01,-3.927352714444332094e-03,-1.102818180749309818e-04,2.855579049476879128e+00
7.430555555555555802e-01,-3.683498507712990033e-03,-7.282267377828333110e-05,2.858785347977542024e+00
7.444444444444444642e-01,-3.347701251616541640e-03,-1.846121617177232110e-05,2.862366874199716804e+00
7.458333333333333481e-01,-2.992885320781013547e-03,4.059325006089409271e-05,2.866540265663847009e+00
7.472222222222222321e-01,-2.699269351950306373e-03,9.094784041252523821e-05,2.871411901560552593e+00
7.486111111111111160e-01,-2.539659532491356231e-03,1.207915500369693973e-04,2.876976383387569669e+00
7.500000000000000000e-01,-2.564820433978987069e-03,1.224016512155756686e-04,2.883141884353679352e+00
7.513888888888888840e-01,-2.791310522648693393e-03,9.386507743425198669e-05,2.889769561457508296e+00
7.527777777777777679e-01,-3.194180565694537677e-03,3.967650063962935292e-05,2.896709419519106987e+00
7.541666666666666519e-01,-3.706608113538401028e-03,-2.989829445443348277e-05,2.903819970677633755e+00
7.555555555555555358e-01,-4.227789102311696467e-03,-1.006064758088953681e-04,2.910971094648393098e+00
7.569444444444444198e-01,-4.639137715735763834e-03,-1.568976048487158437e-04,2.918041134204979237e+00
7.583333333333334147e-01,-4.827062483469646281e-03,-1.851349774746324783e-04,2.924922597105691580e+00
7.597222222222222987e-01,-4.708530562671064956e-03,-1.767873529763264173e-04,2.931542960991859736e+00
7.611111111111111827e-01,-4.253862216772041904e-03,-1.309088132126490223e-04,2.937892500282942798e+00
7.625000000000000666e-01,-3.500498862666567845e-03,-5.516532318861067097e-05,2.944039491348779514e+00
7.638888888888889506e-01,-2.552566856938831563e-03,3.516031914774231382e-05,2.950113610058074265e+00
7.652777777777778345e-01,-1.564127131573833651e-03,1.202978111516372905e-04,2.956253006687657781e+00
7.666666666666667185e-01,-7.084693226540039745e-04,1.807048577235903508e-04,2.962532475078393013e+00
7.680555555555556024e-01,-1.403167808398109173e-04,2.021797573430461625e-04,2.968906535565388083e+00
7.694444444444444864e-01,3.933491006957723357e-05,1.798511228292554165e-04,2.975200870263255304e+00
7.708333333333333703e-01,-1.938772977192471103e-04,1.197170838223016176e-04,2.981165843042435704e+00
7.722222222222222543e-01,-7.833444441560644123e-04,3.712736516359171901e-05,2.986575484213022769e+00
7.736111111111111382e-01,-1.606519964933106337e-03,-4.738836024831272198e-05,2.991330154142405995e+00
7.750000000000000222e-01,-2.504421750389340673e-03,-1.136404874735319481e-04,2.995515451912607929e+00
7.763888888888889062e-01,-3.316854877122743517e-03,-1.469225898089732141e-04,2.999388276247320739e+00
7.777777777777777901e-01,-3.913933455832463437e-03,-1.412833836411664379e-04,3.003294785995260341e+00
